# Wavelength (um)  Transmission
  1.220000         0.0000
  1.220150         0.0000
  1.220300         0.0000
  1.220450         0.0000
  1.220600         0.0000
  1.220750         0.0000
  1.220900         0.0000
  1.221050         0.0000
  1.221200         0.0000
  1.221350         0.0000
  1.221500         0.0000
  1.221650         0.0000
  1.221800         0.0000
  1.221950         0.0000
  1.222100         0.0000
  1.222250         0.0000
  1.222400         0.0000
  1.222550         0.0000
  1.222700         0.0000
  1.222850         0.0000
  1.223000         0.0000
  1.223150         0.0000
  1.223300         0.0000
  1.223450         0.0000
  1.223600         0.0000
  1.223750         0.0000
  1.223900         0.0000
  1.224050         0.0000
  1.224200         0.0000
  1.224350         0.0000
  1.224500         0.0000
  1.224650         0.0000
  1.224800         0.0000
  1.224950         0.0000
  1.225100         0.0000
  1.225250         0.0000
  1.225400         0.0000
  1.225550         0.0000
  1.225700         0.0000
  1.225850         0.0000
  1.226000         0.0000
  1.226150         0.0000
  1.226300         0.0000
  1.226450         0.0000
  1.226600         0.0000
  1.226750         0.0000
  1.226900         0.0000
  1.227050         0.0000
  1.227200         0.0000
  1.227350         0.0000
  1.227500         0.0000
  1.227650         0.0000
  1.227800         0.0000
  1.227950         0.0000
  1.228100         0.0000
  1.228250         0.0000
  1.228400         0.0000
  1.228550         0.0000
  1.228700         0.0000
  1.228850         0.0000
  1.229000         0.0000
  1.229150         0.0000
  1.229300         0.0000
  1.229450         0.0000
  1.229600         0.0000
  1.229750         0.0000
  1.229900         0.0000
  1.230050         1.0000
  1.230200         1.0000
  1.230350         1.0000
  1.230500         1.0000
  1.230650         1.0000
  1.230800         1.0000
  1.230950         1.0000
  1.231100         1.0000
  1.231250         1.0000
  1.231400         1.0000
  1.231550         1.0000
  1.231700         1.0000
  1.231850         1.0000
  1.232000         1.0000
  1.232150         1.0000
  1.232300         1.0000
  1.232450         1.0000
  1.232600         1.0000
  1.232750         1.0000
  1.232900         1.0000
  1.233050         1.0000
  1.233200         1.0000
  1.233350         1.0000
  1.233500         1.0000
  1.233650         1.0000
  1.233800         1.0000
  1.233950         1.0000
  1.234100         1.0000
  1.234250         1.0000
  1.234400         1.0000
  1.234550         1.0000
  1.234700         1.0000
  1.234850         1.0000
  1.235000         1.0000
  1.235150         1.0000
  1.235300         1.0000
  1.235450         1.0000
  1.235600         1.0000
  1.235750         1.0000
  1.235900         1.0000
  1.236050         1.0000
  1.236200         1.0000
  1.236350         1.0000
  1.236500         1.0000
  1.236650         1.0000
  1.236800         1.0000
  1.236950         1.0000
  1.237100         1.0000
  1.237250         1.0000
  1.237400         1.0000
  1.237550         1.0000
  1.237700         1.0000
  1.237850         1.0000
  1.238000         1.0000
  1.238150         1.0000
  1.238300         1.0000
  1.238450         1.0000
  1.238600         1.0000
  1.238750         1.0000
  1.238900         1.0000
  1.239050         1.0000
  1.239200         1.0000
  1.239350         1.0000
  1.239500         1.0000
  1.239650         1.0000
  1.239800         1.0000
  1.239950         1.0000
  1.240100         1.0000
  1.240250         1.0000
  1.240400         1.0000
  1.240550         1.0000
  1.240700         1.0000
  1.240850         1.0000
  1.241000         1.0000
  1.241150         1.0000
  1.241300         1.0000
  1.241450         1.0000
  1.241600         1.0000
  1.241750         1.0000
  1.241900         1.0000
  1.242050         1.0000
  1.242200         1.0000
  1.242350         1.0000
  1.242500         1.0000
  1.242650         1.0000
  1.242800         1.0000
  1.242950         1.0000
  1.243100         1.0000
  1.243250         1.0000
  1.243400         1.0000
  1.243550         1.0000
  1.243700         1.0000
  1.243850         1.0000
  1.244000         1.0000
  1.244150         1.0000
  1.244300         1.0000
  1.244450         1.0000
  1.244600         1.0000
  1.244750         1.0000
  1.244900         1.0000
  1.245050         1.0000
  1.245200         1.0000
  1.245350         1.0000
  1.245500         1.0000
  1.245650         1.0000
  1.245800         1.0000
  1.245950         1.0000
  1.246100         1.0000
  1.246250         1.0000
  1.246400         1.0000
  1.246550         1.0000
  1.246700         1.0000
  1.246850         1.0000
  1.247000         1.0000
  1.247150         1.0000
  1.247300         1.0000
  1.247450         1.0000
  1.247600         1.0000
  1.247750         1.0000
  1.247900         1.0000
  1.248050         1.0000
  1.248200         1.0000
  1.248350         1.0000
  1.248500         1.0000
  1.248650         1.0000
  1.248800         1.0000
  1.248950         1.0000
  1.249100         1.0000
  1.249250         1.0000
  1.249400         1.0000
  1.249550         1.0000
  1.249700         1.0000
  1.249850         1.0000
  1.250000         1.0000
  1.250150         1.0000
  1.250300         1.0000
  1.250450         1.0000
  1.250600         1.0000
  1.250750         1.0000
  1.250900         1.0000
  1.251050         1.0000
  1.251200         1.0000
  1.251350         1.0000
  1.251500         1.0000
  1.251650         1.0000
  1.251800         1.0000
  1.251950         1.0000
  1.252100         1.0000
  1.252250         1.0000
  1.252400         1.0000
  1.252550         1.0000
  1.252700         1.0000
  1.252850         1.0000
  1.253000         1.0000
  1.253150         1.0000
  1.253300         1.0000
  1.253450         1.0000
  1.253600         1.0000
  1.253750         1.0000
  1.253900         1.0000
  1.254050         1.0000
  1.254200         1.0000
  1.254350         1.0000
  1.254500         1.0000
  1.254650         1.0000
  1.254800         1.0000
  1.254950         1.0000
  1.255100         1.0000
  1.255250         1.0000
  1.255400         1.0000
  1.255550         1.0000
  1.255700         1.0000
  1.255850         1.0000
  1.256000         1.0000
  1.256150         1.0000
  1.256300         1.0000
  1.256450         1.0000
  1.256600         1.0000
  1.256750         1.0000
  1.256900         1.0000
  1.257050         1.0000
  1.257200         1.0000
  1.257350         1.0000
  1.257500         1.0000
  1.257650         1.0000
  1.257800         1.0000
  1.257950         1.0000
  1.258100         1.0000
  1.258250         1.0000
  1.258400         1.0000
  1.258550         1.0000
  1.258700         1.0000
  1.258850         1.0000
  1.259000         1.0000
  1.259150         1.0000
  1.259300         1.0000
  1.259450         1.0000
  1.259600         1.0000
  1.259750         1.0000
  1.259900         1.0000
  1.260050         1.0000
  1.260200         1.0000
  1.260350         1.0000
  1.260500         1.0000
  1.260650         1.0000
  1.260800         1.0000
  1.260950         1.0000
  1.261100         1.0000
  1.261250         1.0000
  1.261400         1.0000
  1.261550         1.0000
  1.261700         1.0000
  1.261850         1.0000
  1.262000         1.0000
  1.262150         1.0000
  1.262300         1.0000
  1.262450         1.0000
  1.262600         1.0000
  1.262750         1.0000
  1.262900         1.0000
  1.263050         1.0000
  1.263200         1.0000
  1.263350         1.0000
  1.263500         1.0000
  1.263650         1.0000
  1.263800         1.0000
  1.263950         1.0000
  1.264100         1.0000
  1.264250         1.0000
  1.264400         1.0000
  1.264550         1.0000
  1.264700         1.0000
  1.264850         1.0000
  1.265000         0.0000
  1.265150         0.0000
  1.265300         0.0000
  1.265450         0.0000
  1.265600         0.0000
  1.265750         0.0000
  1.265900         0.0000
  1.266050         0.0000
  1.266200         0.0000
  1.266350         0.0000
  1.266500         0.0000
  1.266650         0.0000
  1.266800         0.0000
  1.266950         0.0000
  1.267100         0.0000
  1.267250         0.0000
  1.267400         0.0000
  1.267550         0.0000
  1.267700         0.0000
  1.267850         0.0000
  1.268000         0.0000
  1.268150         0.0000
  1.268300         0.0000
  1.268450         0.0000
  1.268600         0.0000
  1.268750         0.0000
  1.268900         0.0000
  1.269050         0.0000
  1.269200         0.0000
  1.269350         0.0000
  1.269500         0.0000
  1.269650         0.0000
  1.269800         0.0000
  1.269950         0.0000
  1.270100         0.0000
  1.270250         0.0000
  1.270400         0.0000
  1.270550         0.0000
  1.270700         0.0000
  1.270850         0.0000
  1.271000         0.0000
  1.271150         0.0000
  1.271300         0.0000
  1.271450         0.0000
  1.271600         0.0000
  1.271750         0.0000
  1.271900         0.0000
  1.272050         0.0000
  1.272200         0.0000
  1.272350         0.0000
  1.272500         0.0000
  1.272650         0.0000
  1.272800         0.0000
  1.272950         0.0000
  1.273100         0.0000
  1.273250         0.0000
  1.273400         0.0000
  1.273550         0.0000
  1.273700         0.0000
  1.273850         0.0000
  1.274000         0.0000
  1.274150         0.0000
  1.274300         0.0000
  1.274450         0.0000
  1.274600         0.0000
  1.274750         0.0000
  1.274900         0.0000
