# Wavelength (um)  Transmission
  1.290000         0.0000
  1.290150         0.0000
  1.290300         0.0000
  1.290450         0.0000
  1.290600         0.0000
  1.290750         0.0000
  1.290900         0.0000
  1.291050         0.0000
  1.291200         0.0000
  1.291350         0.0000
  1.291500         0.0000
  1.291650         0.0000
  1.291800         0.0000
  1.291950         0.0000
  1.292100         0.0000
  1.292250         0.0000
  1.292400         0.0000
  1.292550         0.0000
  1.292700         0.0000
  1.292850         0.0000
  1.293000         0.0000
  1.293150         0.0000
  1.293300         0.0000
  1.293450         0.0000
  1.293600         0.0000
  1.293750         0.0000
  1.293900         0.0000
  1.294050         0.0000
  1.294200         0.0000
  1.294350         0.0000
  1.294500         0.0000
  1.294650         0.0000
  1.294800         0.0000
  1.294950         0.0000
  1.295100         0.0000
  1.295250         0.0000
  1.295400         0.0000
  1.295550         0.0000
  1.295700         0.0000
  1.295850         0.0000
  1.296000         0.0000
  1.296150         0.0000
  1.296300         0.0000
  1.296450         0.0000
  1.296600         0.0000
  1.296750         0.0000
  1.296900         0.0000
  1.297050         0.0000
  1.297200         0.0000
  1.297350         0.0000
  1.297500         0.0000
  1.297650         0.0000
  1.297800         0.0000
  1.297950         0.0000
  1.298100         0.0000
  1.298250         0.0000
  1.298400         0.0000
  1.298550         0.0000
  1.298700         0.0000
  1.298850         0.0000
  1.299000         0.0000
  1.299150         0.0000
  1.299300         0.0000
  1.299450         0.0000
  1.299600         0.0000
  1.299750         0.0000
  1.299900         0.0000
  1.300050         1.0000
  1.300200         1.0000
  1.300350         1.0000
  1.300500         1.0000
  1.300650         1.0000
  1.300800         1.0000
  1.300950         1.0000
  1.301100         1.0000
  1.301250         1.0000
  1.301400         1.0000
  1.301550         1.0000
  1.301700         1.0000
  1.301850         1.0000
  1.302000         1.0000
  1.302150         1.0000
  1.302300         1.0000
  1.302450         1.0000
  1.302600         1.0000
  1.302750         1.0000
  1.302900         1.0000
  1.303050         1.0000
  1.303200         1.0000
  1.303350         1.0000
  1.303500         1.0000
  1.303650         1.0000
  1.303800         1.0000
  1.303950         1.0000
  1.304100         1.0000
  1.304250         1.0000
  1.304400         1.0000
  1.304550         1.0000
  1.304700         1.0000
  1.304850         1.0000
  1.305000         1.0000
  1.305150         1.0000
  1.305300         1.0000
  1.305450         1.0000
  1.305600         1.0000
  1.305750         1.0000
  1.305900         1.0000
  1.306050         1.0000
  1.306200         1.0000
  1.306350         1.0000
  1.306500         1.0000
  1.306650         1.0000
  1.306800         1.0000
  1.306950         1.0000
  1.307100         1.0000
  1.307250         1.0000
  1.307400         1.0000
  1.307550         1.0000
  1.307700         1.0000
  1.307850         1.0000
  1.308000         1.0000
  1.308150         1.0000
  1.308300         1.0000
  1.308450         1.0000
  1.308600         1.0000
  1.308750         1.0000
  1.308900         1.0000
  1.309050         1.0000
  1.309200         1.0000
  1.309350         1.0000
  1.309500         1.0000
  1.309650         1.0000
  1.309800         1.0000
  1.309950         1.0000
  1.310100         1.0000
  1.310250         1.0000
  1.310400         1.0000
  1.310550         1.0000
  1.310700         1.0000
  1.310850         1.0000
  1.311000         1.0000
  1.311150         1.0000
  1.311300         1.0000
  1.311450         1.0000
  1.311600         1.0000
  1.311750         1.0000
  1.311900         1.0000
  1.312050         1.0000
  1.312200         1.0000
  1.312350         1.0000
  1.312500         1.0000
  1.312650         1.0000
  1.312800         1.0000
  1.312950         1.0000
  1.313100         1.0000
  1.313250         1.0000
  1.313400         1.0000
  1.313550         1.0000
  1.313700         1.0000
  1.313850         1.0000
  1.314000         1.0000
  1.314150         1.0000
  1.314300         1.0000
  1.314450         1.0000
  1.314600         1.0000
  1.314750         1.0000
  1.314900         1.0000
  1.315050         1.0000
  1.315200         1.0000
  1.315350         1.0000
  1.315500         1.0000
  1.315650         1.0000
  1.315800         1.0000
  1.315950         1.0000
  1.316100         1.0000
  1.316250         1.0000
  1.316400         1.0000
  1.316550         1.0000
  1.316700         1.0000
  1.316850         1.0000
  1.317000         1.0000
  1.317150         1.0000
  1.317300         1.0000
  1.317450         1.0000
  1.317600         1.0000
  1.317750         1.0000
  1.317900         1.0000
  1.318050         1.0000
  1.318200         1.0000
  1.318350         1.0000
  1.318500         1.0000
  1.318650         1.0000
  1.318800         1.0000
  1.318950         1.0000
  1.319100         1.0000
  1.319250         1.0000
  1.319400         1.0000
  1.319550         1.0000
  1.319700         1.0000
  1.319850         1.0000
  1.320000         1.0000
  1.320150         1.0000
  1.320300         1.0000
  1.320450         1.0000
  1.320600         1.0000
  1.320750         1.0000
  1.320900         1.0000
  1.321050         1.0000
  1.321200         1.0000
  1.321350         1.0000
  1.321500         1.0000
  1.321650         1.0000
  1.321800         1.0000
  1.321950         1.0000
  1.322100         1.0000
  1.322250         1.0000
  1.322400         1.0000
  1.322550         1.0000
  1.322700         1.0000
  1.322850         1.0000
  1.323000         1.0000
  1.323150         1.0000
  1.323300         1.0000
  1.323450         1.0000
  1.323600         1.0000
  1.323750         1.0000
  1.323900         1.0000
  1.324050         1.0000
  1.324200         1.0000
  1.324350         1.0000
  1.324500         1.0000
  1.324650         1.0000
  1.324800         1.0000
  1.324950         1.0000
  1.325100         1.0000
  1.325250         1.0000
  1.325400         1.0000
  1.325550         1.0000
  1.325700         1.0000
  1.325850         1.0000
  1.326000         1.0000
  1.326150         1.0000
  1.326300         1.0000
  1.326450         1.0000
  1.326600         1.0000
  1.326750         1.0000
  1.326900         1.0000
  1.327050         1.0000
  1.327200         1.0000
  1.327350         1.0000
  1.327500         1.0000
  1.327650         1.0000
  1.327800         1.0000
  1.327950         1.0000
  1.328100         1.0000
  1.328250         1.0000
  1.328400         1.0000
  1.328550         1.0000
  1.328700         1.0000
  1.328850         1.0000
  1.329000         1.0000
  1.329150         1.0000
  1.329300         1.0000
  1.329450         1.0000
  1.329600         1.0000
  1.329750         1.0000
  1.329900         1.0000
  1.330050         1.0000
  1.330200         1.0000
  1.330350         1.0000
  1.330500         1.0000
  1.330650         1.0000
  1.330800         1.0000
  1.330950         1.0000
  1.331100         1.0000
  1.331250         1.0000
  1.331400         1.0000
  1.331550         1.0000
  1.331700         1.0000
  1.331850         1.0000
  1.332000         1.0000
  1.332150         1.0000
  1.332300         1.0000
  1.332450         1.0000
  1.332600         1.0000
  1.332750         1.0000
  1.332900         1.0000
  1.333050         1.0000
  1.333200         1.0000
  1.333350         1.0000
  1.333500         1.0000
  1.333650         1.0000
  1.333800         1.0000
  1.333950         1.0000
  1.334100         1.0000
  1.334250         1.0000
  1.334400         1.0000
  1.334550         1.0000
  1.334700         1.0000
  1.334850         1.0000
  1.335000         0.0000
  1.335150         0.0000
  1.335300         0.0000
  1.335450         0.0000
  1.335600         0.0000
  1.335750         0.0000
  1.335900         0.0000
  1.336050         0.0000
  1.336200         0.0000
  1.336350         0.0000
  1.336500         0.0000
  1.336650         0.0000
  1.336800         0.0000
  1.336950         0.0000
  1.337100         0.0000
  1.337250         0.0000
  1.337400         0.0000
  1.337550         0.0000
  1.337700         0.0000
  1.337850         0.0000
  1.338000         0.0000
  1.338150         0.0000
  1.338300         0.0000
  1.338450         0.0000
  1.338600         0.0000
  1.338750         0.0000
  1.338900         0.0000
  1.339050         0.0000
  1.339200         0.0000
  1.339350         0.0000
  1.339500         0.0000
  1.339650         0.0000
  1.339800         0.0000
  1.339950         0.0000
  1.340100         0.0000
  1.340250         0.0000
  1.340400         0.0000
  1.340550         0.0000
  1.340700         0.0000
  1.340850         0.0000
  1.341000         0.0000
  1.341150         0.0000
  1.341300         0.0000
  1.341450         0.0000
  1.341600         0.0000
  1.341750         0.0000
  1.341900         0.0000
  1.342050         0.0000
  1.342200         0.0000
  1.342350         0.0000
  1.342500         0.0000
  1.342650         0.0000
  1.342800         0.0000
  1.342950         0.0000
  1.343100         0.0000
  1.343250         0.0000
  1.343400         0.0000
  1.343550         0.0000
  1.343700         0.0000
  1.343850         0.0000
  1.344000         0.0000
  1.344150         0.0000
  1.344300         0.0000
  1.344450         0.0000
  1.344600         0.0000
  1.344750         0.0000
  1.344900         0.0000
