# Wavelength (um)  Transmission
  1.395000         0.0000
  1.395150         0.0000
  1.395300         0.0000
  1.395450         0.0000
  1.395600         0.0000
  1.395750         0.0000
  1.395900         0.0000
  1.396050         0.0000
  1.396200         0.0000
  1.396350         0.0000
  1.396500         0.0000
  1.396650         0.0000
  1.396800         0.0000
  1.396950         0.0000
  1.397100         0.0000
  1.397250         0.0000
  1.397400         0.0000
  1.397550         0.0000
  1.397700         0.0000
  1.397850         0.0000
  1.398000         0.0000
  1.398150         0.0000
  1.398300         0.0000
  1.398450         0.0000
  1.398600         0.0000
  1.398750         0.0000
  1.398900         0.0000
  1.399050         0.0000
  1.399200         0.0000
  1.399350         0.0000
  1.399500         0.0000
  1.399650         0.0000
  1.399800         0.0000
  1.399950         0.0000
  1.400100         0.0000
  1.400250         0.0000
  1.400400         0.0000
  1.400550         0.0000
  1.400700         0.0000
  1.400850         0.0000
  1.401000         0.0000
  1.401150         0.0000
  1.401300         0.0000
  1.401450         0.0000
  1.401600         0.0000
  1.401750         0.0000
  1.401900         0.0000
  1.402050         0.0000
  1.402200         0.0000
  1.402350         0.0000
  1.402500         0.0000
  1.402650         0.0000
  1.402800         0.0000
  1.402950         0.0000
  1.403100         0.0000
  1.403250         0.0000
  1.403400         0.0000
  1.403550         0.0000
  1.403700         0.0000
  1.403850         0.0000
  1.404000         0.0000
  1.404150         0.0000
  1.404300         0.0000
  1.404450         0.0000
  1.404600         0.0000
  1.404750         0.0000
  1.404900         0.0000
  1.405050         1.0000
  1.405200         1.0000
  1.405350         1.0000
  1.405500         1.0000
  1.405650         1.0000
  1.405800         1.0000
  1.405950         1.0000
  1.406100         1.0000
  1.406250         1.0000
  1.406400         1.0000
  1.406550         1.0000
  1.406700         1.0000
  1.406850         1.0000
  1.407000         1.0000
  1.407150         1.0000
  1.407300         1.0000
  1.407450         1.0000
  1.407600         1.0000
  1.407750         1.0000
  1.407900         1.0000
  1.408050         1.0000
  1.408200         1.0000
  1.408350         1.0000
  1.408500         1.0000
  1.408650         1.0000
  1.408800         1.0000
  1.408950         1.0000
  1.409100         1.0000
  1.409250         1.0000
  1.409400         1.0000
  1.409550         1.0000
  1.409700         1.0000
  1.409850         1.0000
  1.410000         1.0000
  1.410150         1.0000
  1.410300         1.0000
  1.410450         1.0000
  1.410600         1.0000
  1.410750         1.0000
  1.410900         1.0000
  1.411050         1.0000
  1.411200         1.0000
  1.411350         1.0000
  1.411500         1.0000
  1.411650         1.0000
  1.411800         1.0000
  1.411950         1.0000
  1.412100         1.0000
  1.412250         1.0000
  1.412400         1.0000
  1.412550         1.0000
  1.412700         1.0000
  1.412850         1.0000
  1.413000         1.0000
  1.413150         1.0000
  1.413300         1.0000
  1.413450         1.0000
  1.413600         1.0000
  1.413750         1.0000
  1.413900         1.0000
  1.414050         1.0000
  1.414200         1.0000
  1.414350         1.0000
  1.414500         1.0000
  1.414650         1.0000
  1.414800         1.0000
  1.414950         1.0000
  1.415100         1.0000
  1.415250         1.0000
  1.415400         1.0000
  1.415550         1.0000
  1.415700         1.0000
  1.415850         1.0000
  1.416000         1.0000
  1.416150         1.0000
  1.416300         1.0000
  1.416450         1.0000
  1.416600         1.0000
  1.416750         1.0000
  1.416900         1.0000
  1.417050         1.0000
