# Wavelength (um)  Transmission
  1.535000         0.0000
  1.535150         0.0000
  1.535300         0.0000
  1.535450         0.0000
  1.535600         0.0000
  1.535750         0.0000
  1.535900         0.0000
  1.536050         0.0000
  1.536200         0.0000
  1.536350         0.0000
  1.536500         0.0000
  1.536650         0.0000
  1.536800         0.0000
  1.536950         0.0000
  1.537100         0.0000
  1.537250         0.0000
  1.537400         0.0000
  1.537550         0.0000
  1.537700         0.0000
  1.537850         0.0000
  1.538000         0.0000
  1.538150         0.0000
  1.538300         0.0000
  1.538450         0.0000
  1.538600         0.0000
  1.538750         0.0000
  1.538900         0.0000
  1.539050         0.0000
  1.539200         0.0000
  1.539350         0.0000
  1.539500         0.0000
  1.539650         0.0000
  1.539800         0.0000
  1.539950         0.0000
  1.540100         0.0000
  1.540250         0.0000
  1.540400         0.0000
  1.540550         0.0000
  1.540700         0.0000
  1.540850         0.0000
  1.541000         0.0000
  1.541150         0.0000
  1.541300         0.0000
  1.541450         0.0000
  1.541600         0.0000
  1.541750         0.0000
  1.541900         0.0000
  1.542050         0.0000
  1.542200         0.0000
  1.542350         0.0000
  1.542500         0.0000
  1.542650         0.0000
  1.542800         0.0000
  1.542950         0.0000
  1.543100         0.0000
  1.543250         0.0000
  1.543400         0.0000
  1.543550         0.0000
  1.543700         0.0000
  1.543850         0.0000
  1.544000         0.0000
  1.544150         0.0000
  1.544300         0.0000
  1.544450         0.0000
  1.544600         0.0000
  1.544750         0.0000
  1.544900         0.0000
  1.545050         1.0000
  1.545200         1.0000
  1.545350         1.0000
  1.545500         1.0000
  1.545650         1.0000
  1.545800         1.0000
  1.545950         1.0000
  1.546100         1.0000
  1.546250         1.0000
  1.546400         1.0000
  1.546550         1.0000
  1.546700         1.0000
  1.546850         1.0000
  1.547000         1.0000
  1.547150         1.0000
  1.547300         1.0000
  1.547450         1.0000
  1.547600         1.0000
  1.547750         1.0000
  1.547900         1.0000
  1.548050         1.0000
  1.548200         1.0000
  1.548350         1.0000
  1.548500         1.0000
  1.548650         1.0000
  1.548800         1.0000
  1.548950         1.0000
  1.549100         1.0000
  1.549250         1.0000
  1.549400         1.0000
  1.549550         1.0000
  1.549700         1.0000
  1.549850         1.0000
  1.550000         1.0000
  1.550150         1.0000
  1.550300         1.0000
  1.550450         1.0000
  1.550600         1.0000
  1.550750         1.0000
  1.550900         1.0000
  1.551050         1.0000
  1.551200         1.0000
  1.551350         1.0000
  1.551500         1.0000
  1.551650         1.0000
  1.551800         1.0000
  1.551950         1.0000
  1.552100         1.0000
  1.552250         1.0000
  1.552400         1.0000
  1.552550         1.0000
  1.552700         1.0000
  1.552850         1.0000
  1.553000         1.0000
  1.553150         1.0000
  1.553300         1.0000
  1.553450         1.0000
  1.553600         1.0000
  1.553750         1.0000
  1.553900         1.0000
  1.554050         1.0000
  1.554200         1.0000
  1.554350         1.0000
  1.554500         1.0000
  1.554650         1.0000
  1.554800         1.0000
  1.554950         1.0000
  1.555100         1.0000
  1.555250         1.0000
  1.555400         1.0000
  1.555550         1.0000
  1.555700         1.0000
  1.555850         1.0000
  1.556000         1.0000
  1.556150         1.0000
  1.556300         1.0000
  1.556450         1.0000
  1.556600         1.0000
  1.556750         1.0000
  1.556900         1.0000
  1.557050         1.0000
  1.557200         1.0000
  1.557350         1.0000
  1.557500         1.0000
  1.557650         1.0000
  1.557800         1.0000
  1.557950         1.0000
  1.558100         1.0000
  1.558250         1.0000
  1.558400         1.0000
  1.558550         1.0000
  1.558700         1.0000
  1.558850         1.0000
  1.559000         1.0000
  1.559150         1.0000
  1.559300         1.0000
  1.559450         1.0000
  1.559600         1.0000
  1.559750         1.0000
  1.559900         1.0000
  1.560050         1.0000
  1.560200         1.0000
  1.560350         1.0000
  1.560500         1.0000
  1.560650         1.0000
  1.560800         1.0000
  1.560950         1.0000
  1.561100         1.0000
  1.561250         1.0000
  1.561400         1.0000
  1.561550         1.0000
  1.561700         1.0000
  1.561850         1.0000
  1.562000         1.0000
  1.562150         1.0000
  1.562300         1.0000
  1.562450         1.0000
  1.562600         1.0000
  1.562750         1.0000
  1.562900         1.0000
  1.563050         1.0000
  1.563200         1.0000
  1.563350         1.0000
  1.563500         1.0000
  1.563650         1.0000
  1.563800         1.0000
  1.563950         1.0000
  1.564100         1.0000
  1.564250         1.0000
  1.564400         1.0000
  1.564550         1.0000
  1.564700         1.0000
  1.564850         1.0000
  1.565000         1.0000
  1.565150         1.0000
  1.565300         1.0000
  1.565450         1.0000
  1.565600         1.0000
  1.565750         1.0000
  1.565900         1.0000
  1.566050         1.0000
  1.566200         1.0000
  1.566350         1.0000
  1.566500         1.0000
  1.566650         1.0000
  1.566800         1.0000
  1.566950         1.0000
  1.567100         1.0000
  1.567250         1.0000
  1.567400         1.0000
  1.567550         1.0000
  1.567700         1.0000
  1.567850         1.0000
  1.568000         1.0000
  1.568150         1.0000
  1.568300         1.0000
  1.568450         1.0000
  1.568600         1.0000
  1.568750         1.0000
  1.568900         1.0000
  1.569050         1.0000
  1.569200         1.0000
  1.569350         1.0000
  1.569500         1.0000
  1.569650         1.0000
  1.569800         1.0000
  1.569950         1.0000
  1.570100         1.0000
  1.570250         1.0000
  1.570400         1.0000
  1.570550         1.0000
  1.570700         1.0000
  1.570850         1.0000
  1.571000         1.0000
  1.571150         1.0000
  1.571300         1.0000
  1.571450         1.0000
  1.571600         1.0000
  1.571750         1.0000
  1.571900         1.0000
  1.572050         1.0000
  1.572200         1.0000
  1.572350         1.0000
  1.572500         1.0000
  1.572650         1.0000
  1.572800         1.0000
  1.572950         1.0000
  1.573100         1.0000
  1.573250         1.0000
  1.573400         1.0000
  1.573550         1.0000
  1.573700         1.0000
  1.573850         1.0000
  1.574000         1.0000
  1.574150         1.0000
  1.574300         1.0000
  1.574450         1.0000
  1.574600         1.0000
  1.574750         1.0000
  1.574900         1.0000
  1.575050         1.0000
  1.575200         1.0000
  1.575350         1.0000
  1.575500         1.0000
  1.575650         1.0000
  1.575800         1.0000
  1.575950         1.0000
  1.576100         1.0000
  1.576250         1.0000
  1.576400         1.0000
  1.576550         1.0000
  1.576700         1.0000
  1.576850         1.0000
  1.577000         1.0000
  1.577150         1.0000
  1.577300         1.0000
  1.577450         1.0000
  1.577600         1.0000
  1.577750         1.0000
  1.577900         1.0000
  1.578050         1.0000
  1.578200         1.0000
  1.578350         1.0000
  1.578500         1.0000
  1.578650         1.0000
  1.578800         1.0000
  1.578950         1.0000
  1.579100         1.0000
  1.579250         1.0000
  1.579400         1.0000
  1.579550         1.0000
  1.579700         1.0000
  1.579850         1.0000
  1.580000         0.0000
  1.580150         0.0000
  1.580300         0.0000
  1.580450         0.0000
  1.580600         0.0000
  1.580750         0.0000
  1.580900         0.0000
  1.581050         0.0000
  1.581200         0.0000
  1.581350         0.0000
  1.581500         0.0000
  1.581650         0.0000
  1.581800         0.0000
  1.581950         0.0000
  1.582100         0.0000
  1.582250         0.0000
  1.582400         0.0000
  1.582550         0.0000
  1.582700         0.0000
  1.582850         0.0000
  1.583000         0.0000
  1.583150         0.0000
  1.583300         0.0000
  1.583450         0.0000
  1.583600         0.0000
  1.583750         0.0000
  1.583900         0.0000
  1.584050         0.0000
  1.584200         0.0000
  1.584350         0.0000
  1.584500         0.0000
  1.584650         0.0000
  1.584800         0.0000
  1.584950         0.0000
  1.585100         0.0000
  1.585250         0.0000
  1.585400         0.0000
  1.585550         0.0000
  1.585700         0.0000
  1.585850         0.0000
  1.586000         0.0000
  1.586150         0.0000
  1.586300         0.0000
  1.586450         0.0000
  1.586600         0.0000
  1.586750         0.0000
  1.586900         0.0000
  1.587050         0.0000
  1.587200         0.0000
  1.587350         0.0000
  1.587500         0.0000
  1.587650         0.0000
  1.587800         0.0000
  1.587950         0.0000
  1.588100         0.0000
  1.588250         0.0000
  1.588400         0.0000
  1.588550         0.0000
  1.588700         0.0000
  1.588850         0.0000
  1.589000         0.0000
  1.589150         0.0000
  1.589300         0.0000
  1.589450         0.0000
  1.589600         0.0000
  1.589750         0.0000
  1.589900         0.0000
