# Wavelength (um)  Transmission
  1.408000         0.0000
  1.408130         0.0000
  1.408260         0.0000
  1.408390         0.0000
  1.408520         0.0000
  1.408650         0.0000
  1.408780         0.0000
  1.408910         0.0000
  1.409040         0.0000
  1.409170         0.0000
  1.409300         0.0000
  1.409430         0.0000
  1.409560         0.0000
  1.409690         0.0000
  1.409820         0.0000
  1.409950         0.0000
  1.410080         0.0000
  1.410210         0.0000
  1.410340         0.0000
  1.410470         0.0000
  1.410600         0.0000
  1.410730         0.0000
  1.410860         0.0000
  1.410990         0.0000
  1.411120         0.0000
  1.411250         0.0000
  1.411380         1.0000
  1.411510         1.0000
  1.411640         1.0000
  1.411770         1.0000
  1.411900         1.0000
  1.412030         1.0000
  1.412160         1.0000
  1.412290         1.0000
  1.412420         1.0000
  1.412550         1.0000
  1.412680         1.0000
  1.412810         1.0000
  1.412940         1.0000
  1.413070         1.0000
  1.413200         1.0000
  1.413330         1.0000
  1.413460         1.0000
  1.413590         1.0000
  1.413720         1.0000
  1.413850         1.0000
  1.413980         1.0000
  1.414110         1.0000
  1.414240         1.0000
  1.414370         1.0000
  1.414500         1.0000
  1.414630         1.0000
  1.414760         1.0000
  1.414890         1.0000
  1.415020         1.0000
  1.415150         1.0000
  1.415280         1.0000
  1.415410         1.0000
  1.415540         1.0000
  1.415670         1.0000
  1.415800         1.0000
  1.415930         1.0000
  1.416060         1.0000
  1.416190         1.0000
  1.416320         1.0000
  1.416450         1.0000
  1.416580         1.0000
  1.416710         1.0000
  1.416840         1.0000
  1.416970         1.0000
  1.417100         1.0000
  1.417230         1.0000
  1.417360         1.0000
  1.417490         1.0000
  1.417620         1.0000
  1.417750         1.0000
  1.417880         1.0000
  1.418010         1.0000
  1.418140         1.0000
  1.418270         1.0000
  1.418400         1.0000
  1.418530         1.0000
  1.418660         1.0000
  1.418790         1.0000
  1.418920         1.0000
  1.419050         1.0000
  1.419180         1.0000
  1.419310         1.0000
  1.419440         1.0000
  1.419570         1.0000
  1.419700         1.0000
  1.419830         1.0000
  1.419960         1.0000
  1.420090         1.0000
  1.420220         1.0000
  1.420350         1.0000
  1.420480         1.0000
  1.420610         1.0000
  1.420740         1.0000
  1.420870         1.0000
  1.421000         1.0000
  1.421130         1.0000
  1.421260         1.0000
  1.421390         1.0000
  1.421520         1.0000
  1.421650         1.0000
  1.421780         1.0000
  1.421910         1.0000
  1.422040         1.0000
  1.422170         1.0000
  1.422300         1.0000
  1.422430         1.0000
  1.422560         1.0000
  1.422690         1.0000
  1.422820         1.0000
  1.422950         1.0000
  1.423080         1.0000
  1.423210         1.0000
  1.423340         1.0000
  1.423470         1.0000
  1.423600         1.0000
  1.423730         1.0000
  1.423860         1.0000
  1.423990         1.0000
  1.424120         1.0000
  1.424250         1.0000
  1.424380         1.0000
  1.424510         1.0000
