# Wavelength (um)  Transmission
  1.505500         0.0000
  1.505630         0.0000
  1.505760         0.0000
  1.505890         0.0000
  1.506020         0.0000
  1.506150         0.0000
  1.506280         0.0000
  1.506410         0.0000
  1.506540         0.0000
  1.506670         0.0000
  1.506800         0.0000
  1.506930         0.0000
  1.507060         0.0000
  1.507190         0.0000
  1.507320         0.0000
  1.507450         0.0000
  1.507580         0.0000
  1.507710         0.0000
  1.507840         0.0000
  1.507970         0.0000
  1.508100         0.0000
  1.508230         0.0000
  1.508360         0.0000
  1.508490         0.0000
  1.508620         0.0000
  1.508750         0.0000
  1.508880         1.0000
  1.509010         1.0000
  1.509140         1.0000
  1.509270         1.0000
  1.509400         1.0000
  1.509530         1.0000
  1.509660         1.0000
  1.509790         1.0000
  1.509920         1.0000
  1.510050         1.0000
  1.510180         1.0000
  1.510310         1.0000
  1.510440         1.0000
  1.510570         1.0000
  1.510700         1.0000
  1.510830         1.0000
  1.510960         1.0000
  1.511090         1.0000
  1.511220         1.0000
  1.511350         1.0000
  1.511480         1.0000
  1.511610         1.0000
  1.511740         1.0000
  1.511870         1.0000
  1.512000         1.0000
  1.512130         1.0000
  1.512260         1.0000
  1.512390         1.0000
  1.512520         1.0000
  1.512650         1.0000
  1.512780         1.0000
  1.512910         1.0000
  1.513040         1.0000
  1.513170         1.0000
  1.513300         1.0000
  1.513430         1.0000
  1.513560         1.0000
  1.513690         1.0000
  1.513820         1.0000
  1.513950         1.0000
  1.514080         1.0000
  1.514210         1.0000
  1.514340         1.0000
  1.514470         1.0000
  1.514600         1.0000
  1.514730         1.0000
  1.514860         1.0000
  1.514990         1.0000
  1.515120         1.0000
  1.515250         1.0000
  1.515380         1.0000
  1.515510         1.0000
  1.515640         1.0000
  1.515770         1.0000
  1.515900         1.0000
  1.516030         1.0000
  1.516160         1.0000
  1.516290         1.0000
  1.516420         1.0000
  1.516550         1.0000
  1.516680         1.0000
  1.516810         1.0000
  1.516940         1.0000
  1.517070         1.0000
  1.517200         1.0000
  1.517330         1.0000
  1.517460         1.0000
  1.517590         1.0000
  1.517720         1.0000
  1.517850         1.0000
  1.517980         1.0000
  1.518110         1.0000
  1.518240         1.0000
  1.518370         1.0000
  1.518500         1.0000
  1.518630         1.0000
  1.518760         1.0000
  1.518890         1.0000
  1.519020         1.0000
  1.519150         1.0000
  1.519280         1.0000
  1.519410         1.0000
  1.519540         1.0000
  1.519670         1.0000
  1.519800         1.0000
  1.519930         1.0000
  1.520060         1.0000
  1.520190         1.0000
  1.520320         1.0000
  1.520450         1.0000
  1.520580         1.0000
  1.520710         1.0000
  1.520840         1.0000
  1.520970         1.0000
  1.521100         1.0000
  1.521230         1.0000
  1.521360         1.0000
  1.521490         1.0000
  1.521620         1.0000
  1.521750         1.0000
  1.521880         1.0000
  1.522010         1.0000
  1.522140         1.0000
  1.522270         1.0000
  1.522400         1.0000
  1.522530         1.0000
  1.522660         1.0000
  1.522790         1.0000
  1.522920         1.0000
  1.523050         1.0000
  1.523180         1.0000
  1.523310         1.0000
  1.523440         1.0000
  1.523570         1.0000
  1.523700         1.0000
  1.523830         1.0000
  1.523960         1.0000
  1.524090         1.0000
  1.524220         1.0000
  1.524350         1.0000
  1.524480         1.0000
  1.524610         1.0000
  1.524740         1.0000
  1.524870         1.0000
  1.525000         1.0000
  1.525130         1.0000
  1.525260         1.0000
  1.525390         1.0000
  1.525520         1.0000
  1.525650         1.0000
  1.525780         1.0000
  1.525910         1.0000
  1.526040         1.0000
  1.526170         1.0000
  1.526300         1.0000
  1.526430         1.0000
  1.526560         1.0000
  1.526690         1.0000
  1.526820         1.0000
  1.526950         1.0000
  1.527080         1.0000
  1.527210         1.0000
  1.527340         1.0000
  1.527470         1.0000
  1.527600         1.0000
  1.527730         1.0000
  1.527860         1.0000
  1.527990         1.0000
  1.528120         1.0000
  1.528250         1.0000
  1.528380         1.0000
  1.528510         1.0000
  1.528640         1.0000
  1.528770         1.0000
  1.528900         1.0000
  1.529030         1.0000
  1.529160         1.0000
  1.529290         1.0000
  1.529420         1.0000
  1.529550         1.0000
  1.529680         1.0000
  1.529810         1.0000
  1.529940         1.0000
  1.530070         1.0000
  1.530200         1.0000
  1.530330         1.0000
  1.530460         1.0000
  1.530590         1.0000
  1.530720         1.0000
  1.530850         1.0000
  1.530980         1.0000
  1.531110         1.0000
  1.531240         1.0000
  1.531370         1.0000
  1.531500         1.0000
  1.531630         1.0000
  1.531760         1.0000
  1.531890         1.0000
  1.532020         1.0000
  1.532150         1.0000
  1.532280         1.0000
  1.532410         1.0000
  1.532540         1.0000
  1.532670         1.0000
  1.532800         1.0000
  1.532930         1.0000
  1.533060         1.0000
  1.533190         1.0000
  1.533320         1.0000
  1.533450         1.0000
  1.533580         1.0000
  1.533710         1.0000
  1.533840         1.0000
  1.533970         1.0000
  1.534100         1.0000
  1.534230         1.0000
  1.534360         1.0000
  1.534490         1.0000
  1.534620         1.0000
  1.534750         1.0000
  1.534880         1.0000
  1.535010         1.0000
  1.535140         1.0000
  1.535270         1.0000
  1.535400         1.0000
  1.535530         1.0000
  1.535660         1.0000
  1.535790         1.0000
  1.535920         1.0000
  1.536050         1.0000
  1.536180         1.0000
  1.536310         1.0000
  1.536440         1.0000
  1.536570         1.0000
  1.536700         1.0000
  1.536830         1.0000
  1.536960         1.0000
  1.537090         1.0000
  1.537220         1.0000
  1.537350         1.0000
  1.537480         1.0000
  1.537610         1.0000
  1.537740         1.0000
  1.537870         1.0000
  1.538000         1.0000
  1.538130         1.0000
  1.538260         1.0000
  1.538390         1.0000
  1.538520         1.0000
  1.538650         1.0000
  1.538780         1.0000
  1.538910         1.0000
  1.539040         1.0000
  1.539170         1.0000
  1.539300         1.0000
  1.539430         1.0000
  1.539560         1.0000
  1.539690         1.0000
  1.539820         1.0000
  1.539950         1.0000
  1.540080         1.0000
  1.540210         1.0000
  1.540340         1.0000
  1.540470         1.0000
  1.540600         1.0000
  1.540730         1.0000
  1.540860         1.0000
  1.540990         1.0000
  1.541120         1.0000
  1.541250         1.0000
  1.541380         0.0000
  1.541510         0.0000
  1.541640         0.0000
  1.541770         0.0000
  1.541900         0.0000
  1.542030         0.0000
  1.542160         0.0000
  1.542290         0.0000
  1.542420         0.0000
  1.542550         0.0000
  1.542680         0.0000
  1.542810         0.0000
  1.542940         0.0000
  1.543070         0.0000
  1.543200         0.0000
  1.543330         0.0000
  1.543460         0.0000
  1.543590         0.0000
  1.543720         0.0000
  1.543850         0.0000
  1.543980         0.0000
  1.544110         0.0000
  1.544240         0.0000
  1.544370         0.0000
  1.544500         0.0000
