# Wavelength (um)  Transmission
  1.115000         0.0000
  1.115150         0.0000
  1.115300         0.0000
  1.115450         0.0000
  1.115600         0.0000
  1.115750         0.0000
  1.115900         0.0000
  1.116050         0.0000
  1.116200         0.0000
  1.116350         0.0000
  1.116500         0.0000
  1.116650         0.0000
  1.116800         0.0000
  1.116950         0.0000
  1.117100         0.0000
  1.117250         0.0000
  1.117400         0.0000
  1.117550         0.0000
  1.117700         0.0000
  1.117850         0.0000
  1.118000         0.0000
  1.118150         0.0000
  1.118300         0.0000
  1.118450         0.0000
  1.118600         0.0000
  1.118750         0.0000
  1.118900         0.0000
  1.119050         0.0000
  1.119200         0.0000
  1.119350         0.0000
  1.119500         0.0000
  1.119650         0.0000
  1.119800         0.0000
  1.119950         0.0000
  1.120100         0.0000
  1.120250         0.0000
  1.120400         0.0000
  1.120550         0.0000
  1.120700         0.0000
  1.120850         0.0000
  1.121000         0.0000
  1.121150         0.0000
  1.121300         0.0000
  1.121450         0.0000
  1.121600         0.0000
  1.121750         0.0000
  1.121900         0.0000
  1.122050         0.0000
  1.122200         0.0000
  1.122350         0.0000
  1.122500         0.0000
  1.122650         0.0000
  1.122800         0.0000
  1.122950         0.0000
  1.123100         0.0000
  1.123250         0.0000
  1.123400         0.0000
  1.123550         0.0000
  1.123700         0.0000
  1.123850         0.0000
  1.124000         0.0000
  1.124150         0.0000
  1.124300         0.0000
  1.124450         0.0000
  1.124600         0.0000
  1.124750         0.0000
  1.124900         0.0000
  1.125050         1.0000
  1.125200         1.0000
  1.125350         1.0000
  1.125500         1.0000
  1.125650         1.0000
  1.125800         1.0000
  1.125950         1.0000
  1.126100         1.0000
  1.126250         1.0000
  1.126400         1.0000
  1.126550         1.0000
  1.126700         1.0000
  1.126850         1.0000
  1.127000         1.0000
  1.127150         1.0000
  1.127300         1.0000
  1.127450         1.0000
  1.127600         1.0000
  1.127750         1.0000
  1.127900         1.0000
  1.128050         1.0000
  1.128200         1.0000
  1.128350         1.0000
  1.128500         1.0000
  1.128650         1.0000
  1.128800         1.0000
  1.128950         1.0000
  1.129100         1.0000
  1.129250         1.0000
  1.129400         1.0000
  1.129550         1.0000
  1.129700         1.0000
  1.129850         1.0000
  1.130000         1.0000
  1.130150         1.0000
  1.130300         1.0000
  1.130450         1.0000
  1.130600         1.0000
  1.130750         1.0000
  1.130900         1.0000
  1.131050         1.0000
  1.131200         1.0000
  1.131350         1.0000
  1.131500         1.0000
  1.131650         1.0000
  1.131800         1.0000
  1.131950         1.0000
  1.132100         1.0000
  1.132250         1.0000
  1.132400         1.0000
  1.132550         1.0000
  1.132700         1.0000
  1.132850         1.0000
  1.133000         1.0000
  1.133150         1.0000
  1.133300         1.0000
  1.133450         1.0000
  1.133600         1.0000
  1.133750         1.0000
  1.133900         1.0000
  1.134050         1.0000
  1.134200         1.0000
  1.134350         1.0000
  1.134500         1.0000
  1.134650         1.0000
  1.134800         1.0000
  1.134950         1.0000
  1.135100         1.0000
  1.135250         1.0000
  1.135400         1.0000
  1.135550         1.0000
  1.135700         1.0000
  1.135850         1.0000
  1.136000         1.0000
  1.136150         1.0000
  1.136300         1.0000
  1.136450         1.0000
  1.136600         1.0000
  1.136750         1.0000
  1.136900         1.0000
  1.137050         1.0000
  1.137200         1.0000
  1.137350         1.0000
  1.137500         1.0000
  1.137650         1.0000
  1.137800         1.0000
  1.137950         1.0000
  1.138100         1.0000
  1.138250         1.0000
  1.138400         1.0000
  1.138550         1.0000
  1.138700         1.0000
  1.138850         1.0000
  1.139000         1.0000
  1.139150         1.0000
  1.139300         1.0000
  1.139450         1.0000
  1.139600         1.0000
  1.139750         1.0000
  1.139900         1.0000
  1.140050         1.0000
  1.140200         1.0000
  1.140350         1.0000
  1.140500         1.0000
  1.140650         1.0000
  1.140800         1.0000
  1.140950         1.0000
  1.141100         1.0000
  1.141250         1.0000
  1.141400         1.0000
  1.141550         1.0000
  1.141700         1.0000
  1.141850         1.0000
  1.142000         1.0000
  1.142150         1.0000
  1.142300         1.0000
  1.142450         1.0000
  1.142600         1.0000
  1.142750         1.0000
  1.142900         1.0000
  1.143050         1.0000
  1.143200         1.0000
  1.143350         1.0000
  1.143500         1.0000
  1.143650         1.0000
  1.143800         1.0000
  1.143950         1.0000
  1.144100         1.0000
  1.144250         1.0000
  1.144400         1.0000
  1.144550         1.0000
  1.144700         1.0000
  1.144850         1.0000
  1.145000         1.0000
  1.145150         1.0000
  1.145300         1.0000
  1.145450         1.0000
  1.145600         1.0000
  1.145750         1.0000
  1.145900         1.0000
  1.146050         1.0000
  1.146200         1.0000
  1.146350         1.0000
  1.146500         1.0000
  1.146650         1.0000
  1.146800         1.0000
  1.146950         1.0000
  1.147100         1.0000
  1.147250         1.0000
  1.147400         1.0000
  1.147550         1.0000
  1.147700         1.0000
  1.147850         1.0000
  1.148000         1.0000
  1.148150         1.0000
  1.148300         1.0000
  1.148450         1.0000
  1.148600         1.0000
  1.148750         1.0000
  1.148900         1.0000
  1.149050         1.0000
  1.149200         1.0000
  1.149350         1.0000
  1.149500         1.0000
  1.149650         1.0000
  1.149800         1.0000
  1.149950         1.0000
  1.150100         1.0000
  1.150250         1.0000
  1.150400         1.0000
  1.150550         1.0000
  1.150700         1.0000
  1.150850         1.0000
  1.151000         1.0000
  1.151150         1.0000
  1.151300         1.0000
  1.151450         1.0000
  1.151600         1.0000
  1.151750         1.0000
  1.151900         1.0000
  1.152050         1.0000
  1.152200         1.0000
  1.152350         1.0000
  1.152500         1.0000
  1.152650         1.0000
  1.152800         1.0000
  1.152950         1.0000
  1.153100         1.0000
  1.153250         1.0000
  1.153400         1.0000
  1.153550         1.0000
  1.153700         1.0000
  1.153850         1.0000
  1.154000         1.0000
  1.154150         1.0000
  1.154300         1.0000
  1.154450         1.0000
  1.154600         1.0000
  1.154750         1.0000
  1.154900         1.0000
  1.155050         1.0000
  1.155200         1.0000
  1.155350         1.0000
  1.155500         1.0000
  1.155650         1.0000
  1.155800         1.0000
  1.155950         1.0000
  1.156100         1.0000
  1.156250         1.0000
  1.156400         1.0000
  1.156550         1.0000
  1.156700         1.0000
  1.156850         1.0000
  1.157000         1.0000
  1.157150         1.0000
  1.157300         1.0000
  1.157450         1.0000
  1.157600         1.0000
  1.157750         1.0000
  1.157900         1.0000
  1.158050         1.0000
  1.158200         1.0000
  1.158350         1.0000
  1.158500         1.0000
  1.158650         1.0000
  1.158800         1.0000
  1.158950         1.0000
  1.159100         1.0000
  1.159250         1.0000
  1.159400         1.0000
  1.159550         1.0000
  1.159700         1.0000
  1.159850         1.0000
  1.160000         0.0000
  1.160150         0.0000
  1.160300         0.0000
  1.160450         0.0000
  1.160600         0.0000
  1.160750         0.0000
  1.160900         0.0000
  1.161050         0.0000
  1.161200         0.0000
  1.161350         0.0000
  1.161500         0.0000
  1.161650         0.0000
  1.161800         0.0000
  1.161950         0.0000
  1.162100         0.0000
  1.162250         0.0000
  1.162400         0.0000
  1.162550         0.0000
  1.162700         0.0000
  1.162850         0.0000
  1.163000         0.0000
  1.163150         0.0000
  1.163300         0.0000
  1.163450         0.0000
  1.163600         0.0000
  1.163750         0.0000
  1.163900         0.0000
  1.164050         0.0000
  1.164200         0.0000
  1.164350         0.0000
  1.164500         0.0000
  1.164650         0.0000
  1.164800         0.0000
  1.164950         0.0000
  1.165100         0.0000
  1.165250         0.0000
  1.165400         0.0000
  1.165550         0.0000
  1.165700         0.0000
  1.165850         0.0000
  1.166000         0.0000
  1.166150         0.0000
  1.166300         0.0000
  1.166450         0.0000
  1.166600         0.0000
  1.166750         0.0000
  1.166900         0.0000
  1.167050         0.0000
  1.167200         0.0000
  1.167350         0.0000
  1.167500         0.0000
  1.167650         0.0000
  1.167800         0.0000
  1.167950         0.0000
  1.168100         0.0000
  1.168250         0.0000
  1.168400         0.0000
  1.168550         0.0000
  1.168700         0.0000
  1.168850         0.0000
  1.169000         0.0000
  1.169150         0.0000
