# Wavelength (um)  Transmission
  1.375600         0.0000
  1.375730         0.0000
  1.375860         0.0000
  1.375990         0.0000
  1.376120         0.0000
  1.376250         0.0000
  1.376380         0.0000
  1.376510         0.0000
  1.376640         0.0000
  1.376770         0.0000
  1.376900         0.0000
  1.377030         0.0000
  1.377160         0.0000
  1.377290         0.0000
  1.377420         0.0000
  1.377550         0.0000
  1.377680         0.0000
  1.377810         0.0000
  1.377940         0.0000
  1.378070         0.0000
  1.378200         0.0000
  1.378330         0.0000
  1.378460         0.0000
  1.378590         0.0000
  1.378720         0.0000
  1.378850         0.0000
  1.378980         1.0000
  1.379110         1.0000
  1.379240         1.0000
  1.379370         1.0000
  1.379500         1.0000
  1.379630         1.0000
  1.379760         1.0000
  1.379890         1.0000
  1.380020         1.0000
  1.380150         1.0000
  1.380280         1.0000
  1.380410         1.0000
  1.380540         1.0000
  1.380670         1.0000
  1.380800         1.0000
  1.380930         1.0000
  1.381060         1.0000
  1.381190         1.0000
  1.381320         1.0000
  1.381450         1.0000
  1.381580         1.0000
  1.381710         1.0000
  1.381840         1.0000
  1.381970         1.0000
  1.382100         1.0000
  1.382230         1.0000
  1.382360         1.0000
  1.382490         1.0000
  1.382620         1.0000
  1.382750         1.0000
  1.382880         1.0000
  1.383010         1.0000
  1.383140         1.0000
  1.383270         1.0000
  1.383400         1.0000
  1.383530         1.0000
  1.383660         1.0000
  1.383790         1.0000
  1.383920         1.0000
  1.384050         1.0000
  1.384180         1.0000
  1.384310         1.0000
  1.384440         1.0000
  1.384570         1.0000
  1.384700         1.0000
  1.384830         1.0000
  1.384960         1.0000
  1.385090         1.0000
  1.385220         1.0000
  1.385350         1.0000
  1.385480         1.0000
  1.385610         1.0000
  1.385740         1.0000
  1.385870         1.0000
  1.386000         1.0000
  1.386130         1.0000
  1.386260         1.0000
  1.386390         1.0000
  1.386520         1.0000
  1.386650         1.0000
  1.386780         1.0000
  1.386910         1.0000
  1.387040         1.0000
  1.387170         1.0000
  1.387300         1.0000
  1.387430         1.0000
  1.387560         1.0000
  1.387690         1.0000
  1.387820         1.0000
  1.387950         1.0000
  1.388080         1.0000
  1.388210         1.0000
  1.388340         1.0000
  1.388470         1.0000
  1.388600         1.0000
  1.388730         1.0000
  1.388860         1.0000
  1.388990         1.0000
  1.389120         1.0000
  1.389250         1.0000
  1.389380         1.0000
  1.389510         1.0000
  1.389640         1.0000
  1.389770         1.0000
  1.389900         1.0000
  1.390030         1.0000
  1.390160         1.0000
  1.390290         1.0000
  1.390420         1.0000
  1.390550         1.0000
  1.390680         1.0000
  1.390810         1.0000
  1.390940         1.0000
  1.391070         1.0000
  1.391200         1.0000
  1.391330         1.0000
  1.391460         1.0000
  1.391590         1.0000
  1.391720         1.0000
  1.391850         1.0000
  1.391980         1.0000
  1.392110         1.0000
  1.392240         1.0000
  1.392370         1.0000
  1.392500         1.0000
  1.392630         1.0000
  1.392760         1.0000
  1.392890         1.0000
  1.393020         1.0000
  1.393150         1.0000
  1.393280         1.0000
  1.393410         1.0000
  1.393540         1.0000
  1.393670         1.0000
  1.393800         1.0000
  1.393930         1.0000
  1.394060         1.0000
  1.394190         1.0000
  1.394320         1.0000
  1.394450         1.0000
  1.394580         1.0000
  1.394710         1.0000
  1.394840         1.0000
  1.394970         1.0000
  1.395100         1.0000
  1.395230         1.0000
  1.395360         1.0000
  1.395490         1.0000
  1.395620         1.0000
  1.395750         1.0000
  1.395880         1.0000
  1.396010         1.0000
  1.396140         1.0000
  1.396270         1.0000
  1.396400         1.0000
  1.396530         1.0000
  1.396660         1.0000
  1.396790         1.0000
  1.396920         1.0000
  1.397050         1.0000
  1.397180         1.0000
  1.397310         1.0000
  1.397440         1.0000
  1.397570         1.0000
  1.397700         1.0000
  1.397830         1.0000
  1.397960         1.0000
  1.398090         1.0000
  1.398220         1.0000
  1.398350         1.0000
  1.398480         1.0000
  1.398610         1.0000
  1.398740         1.0000
  1.398870         1.0000
  1.399000         1.0000
  1.399130         1.0000
  1.399260         1.0000
  1.399390         1.0000
  1.399520         1.0000
  1.399650         1.0000
  1.399780         1.0000
  1.399910         1.0000
  1.400040         1.0000
  1.400170         1.0000
  1.400300         1.0000
  1.400430         1.0000
  1.400560         1.0000
  1.400690         1.0000
  1.400820         1.0000
  1.400950         1.0000
  1.401080         1.0000
  1.401210         1.0000
  1.401340         1.0000
  1.401470         1.0000
  1.401600         1.0000
  1.401730         1.0000
  1.401860         1.0000
  1.401990         1.0000
  1.402120         1.0000
  1.402250         1.0000
  1.402380         1.0000
  1.402510         1.0000
  1.402640         1.0000
  1.402770         1.0000
  1.402900         1.0000
  1.403030         1.0000
  1.403160         1.0000
  1.403290         1.0000
  1.403420         1.0000
  1.403550         1.0000
  1.403680         1.0000
  1.403810         1.0000
  1.403940         1.0000
  1.404070         1.0000
  1.404200         1.0000
  1.404330         1.0000
  1.404460         1.0000
  1.404590         1.0000
  1.404720         1.0000
  1.404850         1.0000
  1.404980         1.0000
  1.405110         1.0000
  1.405240         1.0000
  1.405370         1.0000
  1.405500         1.0000
  1.405630         1.0000
  1.405760         1.0000
  1.405890         1.0000
  1.406020         1.0000
  1.406150         1.0000
  1.406280         1.0000
  1.406410         1.0000
  1.406540         1.0000
  1.406670         1.0000
  1.406800         1.0000
  1.406930         1.0000
  1.407060         1.0000
  1.407190         1.0000
  1.407320         1.0000
  1.407450         1.0000
  1.407580         1.0000
  1.407710         1.0000
  1.407840         1.0000
  1.407970         1.0000
  1.408100         1.0000
  1.408230         1.0000
  1.408360         1.0000
  1.408490         1.0000
  1.408620         1.0000
  1.408750         1.0000
  1.408880         1.0000
  1.409010         1.0000
  1.409140         1.0000
  1.409270         1.0000
  1.409400         1.0000
  1.409530         1.0000
  1.409660         1.0000
  1.409790         1.0000
  1.409920         1.0000
  1.410050         1.0000
  1.410180         1.0000
  1.410310         1.0000
  1.410440         1.0000
  1.410570         1.0000
  1.410700         1.0000
  1.410830         1.0000
  1.410960         1.0000
  1.411090         1.0000
  1.411220         1.0000
  1.411350         1.0000
  1.411480         0.0000
  1.411610         0.0000
  1.411740         0.0000
  1.411870         0.0000
  1.412000         0.0000
  1.412130         0.0000
  1.412260         0.0000
  1.412390         0.0000
  1.412520         0.0000
  1.412650         0.0000
  1.412780         0.0000
  1.412910         0.0000
  1.413040         0.0000
  1.413170         0.0000
  1.413300         0.0000
  1.413430         0.0000
  1.413560         0.0000
  1.413690         0.0000
  1.413820         0.0000
  1.413950         0.0000
  1.414080         0.0000
  1.414210         0.0000
  1.414340         0.0000
  1.414470         0.0000
  1.414600         0.0000
